Region,Subregion,"Violent
crime"
TEXAS,Motley,0
TEXAS,Nacogdoches,78
TEXAS,Navarro,46
TEXAS,Nolan,4
TEXAS,Ochiltree,5
TEXAS,Palo Pinto,11
TEXAS,Panola,49
TEXAS,Parmer,0
TEXAS,Pecos,8
TEXAS,Polk,103
TEXAS,Presidio,6
TEXAS,Rains,11
TEXAS,Reagan,0
TEXAS,Real,0
TEXAS,Red River,6
TEXAS,Reeves,16
TEXAS,Refugio,13
TEXAS,Roberts,2
TEXAS,Runnels,0
TEXAS,Sabine,33
TEXAS,San Augustine,16
TEXAS,San Jacinto,66
TEXAS,San Saba,5
TEXAS,Schleicher,0
TEXAS,Scurry,10
TEXAS,Shackelford,5
TEXAS,Shelby,39
TEXAS,Sherman,2
TEXAS,Starr,97
TEXAS,Stephens,8
TEXAS,Sterling,3
TEXAS,Stonewall,0
TEXAS,Sutton,1
TEXAS,Swisher,3
TEXAS,Terrell,1
TEXAS,Terry,5
TEXAS,Throckmorton,0
TEXAS,Titus,35
TEXAS,Trinity,20
TEXAS,Upton,1
TEXAS,Uvalde,10
TEXAS,Val Verde,17
TEXAS,Van Zandt,47
TEXAS,Walker,53
TEXAS,Ward,27
TEXAS,Washington,41
TEXAS,Wharton,98
TEXAS,Wheeler,2
TEXAS,Wilbarger,0
TEXAS,Willacy,50
TEXAS,Winkler,2
TEXAS,Wood,38
TEXAS,Yoakum,8
TEXAS,Young,13
TEXAS,Zapata,14
UTAH,Box Elder,6
UTAH,Cache,17
UTAH,Davis,14
UTAH,Juab,6
UTAH,Salt Lake County Unified Police Department,729
UTAH,Tooele,24
UTAH,Utah,43
UTAH,Washington,18
UTAH,Weber,43
UTAH,Beaver,3
UTAH,Daggett,1
UTAH,Duchesne,24
UTAH,Emery,17
UTAH,Grand,4
UTAH,Iron,31
UTAH,Kane,4
UTAH,Millard,33
UTAH,Rich,2
UTAH,San Juan,9
UTAH,Sanpete,6
UTAH,Sevier,8
UTAH,Summit,33
UTAH,Uintah,29
UTAH,Wasatch,13
VERMONT,Chittenden,0
VERMONT,Franklin,10
VERMONT,Grand Isle,5
VERMONT,Addison,8
VERMONT,Caledonia,0
VERMONT,Lamoille,7
VERMONT,Orange,3
VERMONT,Rutland,2
VERMONT,Washington,0
VIRGINIA,Albemarle County Police Department,94
VIRGINIA,Amelia,10
VIRGINIA,Amherst,37
VIRGINIA,Appomattox,12
VIRGINIA,Arlington County Police Department,313
VIRGINIA,Augusta,98
VIRGINIA,Bedford,52
VIRGINIA,Botetourt,32
VIRGINIA,Buckingham,21
VIRGINIA,Campbell,80
VIRGINIA,Charles City,5
VIRGINIA,Chesterfield County Police Department,414
VIRGINIA,Clarke,3
VIRGINIA,Craig,1
VIRGINIA,Culpeper,30
VIRGINIA,Fairfax County Police Department,958
VIRGINIA,Fauquier,26
VIRGINIA,Floyd,6
VIRGINIA,Fluvanna,20
VIRGINIA,Franklin,51
VIRGINIA,Frederick,89
VIRGINIA,Giles,19
VIRGINIA,Gloucester,36
VIRGINIA,Goochland,25
VIRGINIA,Greene,18
VIRGINIA,Hanover,107
VIRGINIA,Henrico County Police Department,499
VIRGINIA,Isle of Wight,38
VIRGINIA,James City County Police Department,83
VIRGINIA,King William,6
VIRGINIA,Loudoun,221
VIRGINIA,Mathews,1
VIRGINIA,Montgomery,42
VIRGINIA,Nelson,9
VIRGINIA,New Kent,18
VIRGINIA,Powhatan,20
VIRGINIA,Prince George County Police Department,42
VIRGINIA,Prince William County Police Department,761
VIRGINIA,Pulaski,52
VIRGINIA,Roanoke County Police Department,114
VIRGINIA,Rockingham,63
VIRGINIA,Scott,15
VIRGINIA,Spotsylvania,213
VIRGINIA,Stafford,242
VIRGINIA,Sussex,6
VIRGINIA,Warren,19
VIRGINIA,Washington,48
VIRGINIA,York,94
VIRGINIA,Accomack,69
VIRGINIA,Alleghany,16
VIRGINIA,Bath,0
VIRGINIA,Bland,2
VIRGINIA,Brunswick,15
VIRGINIA,Buchanan,34
VIRGINIA,Carroll,27
VIRGINIA,Cumberland,14
VIRGINIA,Dickenson,12
VIRGINIA,Essex,15
VIRGINIA,Grayson,17
VIRGINIA,Greensville,10
VIRGINIA,Halifax,32
VIRGINIA,Henry,115
VIRGINIA,Highland,0
VIRGINIA,King and Queen,3
VIRGINIA,King George,29
VIRGINIA,Lancaster,13
VIRGINIA,Lee,30
VIRGINIA,Louisa,61
VIRGINIA,Lunenburg,9
VIRGINIA,Madison,10
VIRGINIA,Mecklenburg,56
VIRGINIA,Northampton,6
VIRGINIA,Northumberland,12
VIRGINIA,Nottoway,15
VIRGINIA,Orange,21
VIRGINIA,Page,16
VIRGINIA,Patrick,18
VIRGINIA,Pittsylvania,38
VIRGINIA,Prince Edward,34
VIRGINIA,Richmond,10
VIRGINIA,Rockbridge,19
VIRGINIA,Russell,39
VIRGINIA,Shenandoah,52
VIRGINIA,Smyth,24
VIRGINIA,Southampton,19
VIRGINIA,Surry,14
VIRGINIA,Tazewell,65
VIRGINIA,Westmoreland,19
VIRGINIA,Wise,47
VIRGINIA,Wythe,16
district of columbia,Washington,7810
WASHINGTON,Asotin,16
WASHINGTON,Benton,43
WASHINGTON,Chelan,37
WASHINGTON,Clark,298
WASHINGTON,Columbia,0
WASHINGTON,Cowlitz,69
WASHINGTON,Douglas,19
WASHINGTON,Franklin,23
WASHINGTON,King,419
WASHINGTON,Kitsap,366
WASHINGTON,Pend Oreille,8
WASHINGTON,Pierce,1084
WASHINGTON,Skagit,108
WASHINGTON,Skamania,12
WASHINGTON,Snohomish,438
WASHINGTON,Spokane,172
WASHINGTON,Stevens,35
WASHINGTON,Thurston,225
WASHINGTON,Walla Walla,21
WASHINGTON,Whatcom,126
WASHINGTON,Yakima,98
WASHINGTON,Adams,16
WASHINGTON,Clallam,54
WASHINGTON,Ferry,7
WASHINGTON,Garfield,2
WASHINGTON,Grant,103
WASHINGTON,Grays Harbor,55
WASHINGTON,Island,41
WASHINGTON,Jefferson,30
WASHINGTON,Kittitas,11
WASHINGTON,Klickitat,4
WASHINGTON,Lewis,51
WASHINGTON,Lincoln,7
WASHINGTON,Mason,101
WASHINGTON,Okanogan,44
WASHINGTON,Pacific,22
WASHINGTON,San Juan,7
WASHINGTON,Wahkiakum,1
WASHINGTON,Whitman,3
WEST VIRGINIA,Berkeley,79
WEST VIRGINIA,Boone,9
WEST VIRGINIA,Brooke,5
WEST VIRGINIA,Cabell,16
WEST VIRGINIA,Fayette,63
WEST VIRGINIA,Hampshire,41
WEST VIRGINIA,Hancock,12
WEST VIRGINIA,Kanawha,180
WEST VIRGINIA,Marshall,33
WEST VIRGINIA,Mineral,32
WEST VIRGINIA,Monongalia,62
WEST VIRGINIA,Ohio,26
WEST VIRGINIA,Preston,18
WEST VIRGINIA,Putnam,221
WEST VIRGINIA,Raleigh,120
WEST VIRGINIA,Wayne,14
WEST VIRGINIA,Wirt,3
WEST VIRGINIA,Wood,54
WEST VIRGINIA,Braxton,4
WEST VIRGINIA,Grant,1
WEST VIRGINIA,Hardy,10
WEST VIRGINIA,Harrison,54
WEST VIRGINIA,Jackson,42
WEST VIRGINIA,Lewis,0
WEST VIRGINIA,Logan,108
WEST VIRGINIA,Marion,66
WEST VIRGINIA,Mason,11
WEST VIRGINIA,Mingo,16
WEST VIRGINIA,Monroe,4
WEST VIRGINIA,Morgan,54
WEST VIRGINIA,Nicholas,152
WEST VIRGINIA,Pleasants,3
WEST VIRGINIA,Randolph,19
WEST VIRGINIA,Ritchie,3
WEST VIRGINIA,Roane,15
WEST VIRGINIA,Tyler,9
WEST VIRGINIA,Upshur,1
WEST VIRGINIA,Wetzel,2
WEST VIRGINIA,Wyoming,103
WISCONSIN,Brown,93
WISCONSIN,Calumet,9
WISCONSIN,Chippewa,37
WISCONSIN,Columbia,36
WISCONSIN,Dane,44
WISCONSIN,Douglas,12
WISCONSIN,Eau Claire,20
WISCONSIN,Fond du Lac,40
WISCONSIN,Green,10
WISCONSIN,Iowa,18
WISCONSIN,Kenosha,33
WISCONSIN,Kewaunee,3
WISCONSIN,La Crosse,10
WISCONSIN,Marathon,19
WISCONSIN,Milwaukee,20
WISCONSIN,Outagamie,19
WISCONSIN,Ozaukee,16
WISCONSIN,Pierce,15
WISCONSIN,Racine,16
WISCONSIN,Rock,41
WISCONSIN,Sheboygan,22
WISCONSIN,St. Croix,18
WISCONSIN,Washington,27
WISCONSIN,Waukesha,55
WISCONSIN,Winnebago,31
WISCONSIN,Adams,40
WISCONSIN,Ashland,14
WISCONSIN,Barron,3
WISCONSIN,Bayfield,18
WISCONSIN,Buffalo,0
WISCONSIN,Burnett,31
WISCONSIN,Clark,7
WISCONSIN,Crawford,12
WISCONSIN,Dodge,23
WISCONSIN,Door,8
WISCONSIN,Dunn,26
WISCONSIN,Florence,3
WISCONSIN,Forest,20
WISCONSIN,Grant,12
WISCONSIN,Green Lake,5
WISCONSIN,Iron,2
WISCONSIN,Jackson,13
WISCONSIN,Jefferson,12
WISCONSIN,Juneau,32
WISCONSIN,Lafayette,0
WISCONSIN,Langlade,6
WISCONSIN,Lincoln,17
WISCONSIN,Manitowoc,24
WISCONSIN,Marinette,7
WISCONSIN,Marquette,2
WISCONSIN,Menominee,0
WISCONSIN,Monroe,8
WISCONSIN,Oneida,45
WISCONSIN,Pepin,5
WISCONSIN,Polk,83
WISCONSIN,Portage,17
WISCONSIN,Price,8
WISCONSIN,Richland8,0
WISCONSIN,Rusk,16
WISCONSIN,Sauk,15
WISCONSIN,Sawyer,26
WISCONSIN,Shawano,13
WISCONSIN,Taylor,20
WISCONSIN,Trempealeau,11
WISCONSIN,Vernon,15
WISCONSIN,Vilas,8
WISCONSIN,Walworth,14
WISCONSIN,Washburn,22
WISCONSIN,Waupaca,21
WISCONSIN,Waushara,15
WISCONSIN,Wood,1
WYOMING,Laramie,62
WYOMING,Natrona,40
WYOMING,Albany,9
WYOMING,Big Horn,3
WYOMING,Campbell,33
WYOMING,Carbon,17
WYOMING,Converse,7
WYOMING,Crook,7
WYOMING,Fremont,25
WYOMING,Goshen,21
WYOMING,Hot Springs,1
WYOMING,Johnson,2
WYOMING,Lincoln,7
WYOMING,Park,27
WYOMING,Platte,2
WYOMING,Sheridan,6
WYOMING,Sublette,10
WYOMING,Sweetwater,36
WYOMING,Uinta,0
WYOMING,Washakie,4
WYOMING,Weston,5
1 The figures shown in this column for the offense of rape were reported using the revised Uniform Crime Reporting (UCR) definition of rape.  See Data Declaration for further explanation.,,
2 The figures shown in this column for the offense of rape were reported using the legacy UCR definition of rape.  See Data Declaration for further explanation.,,
3 The FBI does not publish arson data unless it receives data from either the agency or the state for all 12 months of the calendar year.,,
"4 This agency began the year submitting rape data classified according to the legacy UCR definition.  However, at some point during the calendar year, the agency modified its reporting methods and began classifying and submitting rape offenses according to the revised UCR definition of rape.  See Data Declaration for further explanation.",,
5 The Tulare County Highway Patrol collects the motor vehicle thefts for this county.  These data can be found in Table 11.,,
"6 Because of changes in the state/local agency's reporting practices, figures are not comparable to previous years' data.",,
"7 The FBI determined that the agency's data were overreported.  Consequently, those data are not included in this table.",,
"8 The FBI determined that the agency's data were underreported.  Consequently, those data are not included in this table.",,
